Empresa,Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Cadastras
NESTLE,12048910,NAN 2 Formula Infantil 12x400g XW       ,1901.10.10      ,7891000053607,,7891000053614,,,,,Não
NESTLE,12048911,NAN 1 Formula Infantil 12x400g XW       ,1901.10.10      ,7891000053683,,7891000053690,,,,,Não
NESTLE,12050390,NESQUIK Cereal Matinal Sachet 48x100g XW,1904.10.00      ,7891000054468,,7891000054475,,,,,Não
NESTLE,12052123,SOLLYS Biscoito Chocolate 20x120g BR    ,1905.31.00      ,7891000054864,,7891000054871,,,,,Não
NESTLE,12052125,SOLLYS Biscoito Mel 20x120g BR          ,1905.31.00      ,7891000054840,,7891000054857,,,,,Não
NESTLE,12052352,NESCAFE KNRX580 Octabin 200kg XI        ,2101.11.10      ,,,                  ,,,,,Não
NESTLE,12054136,NESCAU 2.0 ACTGE AchocPoSachet 30x150gBR,1806.90.00EX01  ,7891000055304,,7891000055311,,,,,Não
DPA,12054647,NESTLE Blactea Polpa Morango 6x540g BR  ,0403.90.00EX01  ,7891000041178,,7891000041185,,,,,Não
DPA,12054648,NESTLE Blactea Polpa 3 Sabores 6X540g BR,0403.90.00EX01  ,7891000041260,,7891000041277,,,,,Não
DPA,12054649,NESTON Blactea Liq Mc Bna 48x180g BR    ,0403.90.00EX01  ,7891000014448,,7891000014455,,,,,Não
DPA,12054650,NESTON Blactea Liq Mc Bna 10x900g BR    ,0403.90.00EX01  ,7891000014608,,7891000014615,,,,,Não
NESTLE,12055316,NESTLE Leite Condensado 12x1Kg XX       ,0402.99.00      ,7891000055564,,7891000055571,,,,,Não
NESTLE,12055506,NINHO 3  PBIO3 Fases Lepo 850kg BR      ,1901.10.10      ,7613031623112,,,,,,,Não
NESTLE,12055709,MAGGI Caldo Carne Display 12 10x63g XR  ,2104.10.11      ,7790430063005,7891000055670,7891000055687,,,,,Não
NESTLE,12055850,MAGGI Caldo Legumes Display 12 10x63g XR,2104.10.11      ,7790430062985,7891000055731,7891000055748,,,,,Não
NESTLE,12055851,MAGGI Caldo Galinha 12 10x63g  XR       ,2104.10.11      ,7790430062992,7891000055700,7891000055717,,,,,Não
NESTLE,12057487,NESTLE Tampa PeelOff c lingueta 0.18mmXW,                ,                  ,,,,,,,Não
FRONERI,12058262,TALENTO Svt Choc com Avelas 18x72g BR   ,2105.00.10      ,7891000056288,,7891000056295,,,,,Não
FRONERI,12058263,TALENTO Svt Choc Com Castanha 18x72g BR ,2105.00.10      ,7891000056325,,7891000056332,,,,,Não
FRONERI,12058266,GAROTO Sorvete Picole Limao 36x61g BR   ,2105.00.10      ,7891000056301,,7891000056318,,,,,Não
NESTLE,12059338,NESTOGENO 1 Formula Infantil 12x400g BR ,0402.21.10      ,7891000056523,,7891000056530,,,,,Não
NESTLE,12059341,NESTOGENO PLUS Formula Infantil12x400gBR,1901.10.10      ,7891000056639,,7891000056646,,,,,Não
FRONERI,12059798,GAROTO Sorvete Uva Picole 36x61g BR     ,2105.00.10      ,7891000056844,,7891000056851,,,,,Não
FRONERI,12059799,GAROTO Sorvete Caja Picole 36x61g BR    ,2105.00.10      ,7891000056806,,7891000056813,,,,,Não
NESTLE,12060190,NESTLE Lepo Integral Standard 26  25kgPE,1901.10.10      ,                  ,,7613031706181,,,,,Não
NESTLE,12060529,NESTLE Leite Integral Po Vitamina 25kgXW,1901.10.10      ,7891000056981,,,,,,,Não
NESTLE,12060606,NAN HA Gold NWH002-2 12x400g BR         ,1901.10.10      ,4005500073727,,4005500073703,,,,,Não
FRONERI,12061879,LUXOR Svt DocedeLeite c  CdaDdl 24x53gXR,2105.00.10      ,7613031728053,,7613031728060,,,,,Não
FRONERI,12061924,MOCA Fiesta Svt Brigadeiro Pic 24x61g BR,2105.00.10      ,7891000057186,,7891000057193,,,,,Não
NESTLE,12063126,MAGGI TmpTudoTemprMassas Btt48 10x5g BR ,2103.90.21      ,7891000057452,,7891000057469,,,,,Não
NESTLE,12063323,MAGGI MIST Sp Inst Frg Req 10 20x20g  BR,2104.10.11      ,7891000057636,7891000057643,7891000057650,,,,,Não
NESTLE,12063545,MAGGI MIST Sp Inst Btt Car 10 20x20g BR ,2104.10.11      ,7891000057827,7891000057834,7891000057841,,,,,Não
NESTLE,12063706,NESTLE Leite Condensado 48x395g XX      ,0402.99.00      ,7891000057858,,7891000057865,,,,,Não
DPA,12064818,MOLICO LeiFermentadoBiCamadaAmx24x130gBR,0403.90.00EX01  ,7891000182208,,7891000058114,,,,,Não
DPA,12064883,MOLICO LeiFermentado PpaTriSabor6x600gBR,0403.90.00EX01  ,7891000029626,,7891000057971,,,,,Não
DPA,12064925,MOLICO LeiFermentado Liq Mrg 10x850g BR ,0403.90.00EX01  ,7891000014523,,7891000014530,,,,,Não
DPA,12064926,MOLICO LeiFermentado Liq Mrg 48x170g BR ,0403.90.00EX01  ,7891000014486,,7891000014493,,,,,Não
DPA,12064927,MOLICO LeiFermentado Liq Mma 48x170g BR ,0403.90.00EX01  ,7891000014547,,7891000014554,,,,,Não
NESTLE,12065207,NESCAFE CLASICO Cafe Soluvel 24x50g XP  ,2101.11.10      ,7891000058169,,7891000058176,,,,,Não
NESTLE,12065257,NAN 1 Formula Infantil 12x400g X6       ,1901.10.10      ,7891000058244,,7891000058251,,,,,Não
NESTLE,12065272,Fundo FFland 70mm E2 0 17mm XW          ,                ,                  ,,,,,,,Não
NESTLE,12065394,NESCAFE LISTO TRADICION Vidro 12x7oz US ,2101.11.10      ,28000545468,,28000645458,,,,,Não
NESTLE,12065543,NESCAFE MATINAL 12x200g JP              ,2101.11.10      ,7891000315606,,7891000058329,,,,,Não
NESTLE,12065646,MAG MIST SpInstFrg Btt AlhPo10 20x20g BR,2104.10.11      ,7891000058374,7891000058381,7891000058398,,,,,Não
NESTLE,12065934,NESCAFE KVRF570 Octabin 250kg N1 XI     ,2101.11.10      ,                  ,,7891000054444,,,,,Não
NESTLE,12065937,NESCAFE KVRF570 LM Octabin 200kg N1 XI  ,2101.11.10      ,                  ,,7891000056073,,,,,Não
NESTLE,12066933,NESTUM PREBIO 1 Base Arroz Che 15kgN1 XW,2106.90.90      ,7613031618699,,,,,,,Não
NESTLE,12067087,MOCA Fiesta Ddl c  Coco 24x370g BR      ,1901.90.20      ,7891000059890,,7891000059906,,,,,Não
NESTLE,12067852,NESCAFE KNRF387 Octabin 200kg XI        ,2101.11.10      ,                  ,,                  ,,,,,Não
NESTLE,12068489,PROPLAN ADULTLARGEBREED Optilife 15kg XW,2309.10.00      ,7891000060315,,                  ,252,3-Ração Super Premium Dog,2,Pro Plan Cães,Sim
NESTLE,12068622,KIT KAT Fine Dark 24x45g N2 XE          ,1905.32.00      ,40057767,,4005500058076,,,,,Não
NESTLE,12068650,NESTLE Bisc Integral Centeio 50x160g BR ,1905.31.00      ,7891000060360,,7891000060377,,,,,Não
NESTLE,12068661,PRO PLAN ADULT Complete Optilife 15kg XW,2309.10.00      ,7891000060339,,                  ,252,3-Ração Super Premium Dog,2,Pro Plan Cães,Sim
NESTLE,12068776,NESTLE Bisc Salgado Integral 50x170g BR ,1905.31.00      ,7891000060407,,7891000060414,,,,,Não
NESTLE,12068777,NESTLEBiscSalgadoIntegrGergelim50x170gBR,1905.31.00      ,7891000060421,,7891000060438,,,,,Não
NESTLE,12069111,NESTLE Fundo 99mm Sem Vedante 14 78g XX ,7326.90.00      ,7891000060452,,,,,,,Não
NESTLE,12069112,NESTLE TpaFundoCream73mmc Vedante8 75gXX,8309.90.00      ,7891000060445,,,,,,,Não
NESTLE,12069314,CAT CHOW Adultos 8x1kg BR               ,2309.90.10EX01  ,7891000060667,,7891000060674,254,5-Ração Premium Cat,1,Cat Chow,Não
NESTLE,12070236,NESCAFE Copo Transparente 500x9g BR     ,3924.10.00      ,                  ,,7891000060858,,,,,Não
NESTLE,12070458,SOLLYS Beb Soja Laranja 9 3x200ml  BR   ,2202.99.00EX01  ,7891000061060,,7891000061084,,,,,Não
NESTLE,12070459,SOLLYS Beb Soja Abacaxi 9 3x200ml  BR   ,2202.99.00EX01  ,7891000061008,,7891000061022,,,,,Não
NESTLE,12071330,SOLLYS Beb de Soja Maca 9 3x200ml  BR   ,2202.99.00EX01  ,7891000061169,,7891000061183,,,,,Não
NESTLE,12071333,NESCAU 2.0 ACTIGEN-E Achoc Po 48x200g BR,1806.90.00EX01  ,7891000061190,,7891000061206,104,BEBIDAS POS,15,NESCAU LATA 2.0 200G,Sim
NESTLE,12071809,NESCAFEDescafeinadoSac24x60gPRL60gP50gBR,2101.11.10      ,7891000061244,,7891000061251,,,,,Não
NESTLE,12071830,NESCAFE ORIGINAL Sac 24x60g PRL60gP50gBR,2101.11.10      ,7891000061268,,7891000061275,,,,,Não
NESTLE,12071855,NESCAFE TRADICAO Sac 24x60g PRL60gP50gBR,2101.11.10      ,7891000061435,,7891000061442,118,NESCAFE,125,NESCAFE SACHET,Não
NESTLE,12071884,NINHO 1 PBIO1 Lepo 24x420g PRGirafa 5 BR,1901.10.10      ,7891000061589,,7891000061596,,,,,Não
NESTLE,12071893,CLASSIC Chocolate Branco 4 12x170g  BR  ,1704.90.10      ,7891000061459,7891000061466,7891000061473,,,,,Não
NESTLE,12072252,NESTLE GOLD ao Leite Avela 4 20x100g  XI,1806.32.10      ,7613031599639,7613031599646,7613032040406,,,,,Não
NESTLE,12072253,NESTLE GOLD aoLeiteCrocante 4 20x100g XI,1806.32.10      ,7613031599615,7613031599622,7613032137885,,,,,Não
NESTLE,12072254,NESTLE GOLD ao Leite 4 20x100g  XI      ,1806.32.10      ,7613031599592,7613031599608,7613032137915,,,,,Não
NESTLE,12072642,NESTON 3 Cereais Sachet 12x240g BR      ,1104.29.00      ,7891000062043,,7891000062050,,,,,Não
NESTLE,12072682,NESC DOLCE GUSTO Lungo16Cap3x112gXQ     ,0901.21.00      ,7501059273245,,17501059273242,,,,,Não
NESTLE,12072683,NESC DOLCE GUSTO Capp 16Cap 3x200g XQ   ,2101.12.00      ,7501059273276,,17501059273273,,,,,Não
NESTLE,12072684,NESCAFE DOLCE GUSTO LtMac 16Cap 3x194gXQ,2101.12.00      ,7501059273269,,17501059273266,,,,,Não
NESTLE,12072685,NESCAFE DLC GST Chococino 16Cap 3x270gXQ,1806.90.00EX01  ,7501059273283,,17501059273280,,,,,Não
NESTLE,12072774,NESC DOLCE GUSTO Espresso 16Cap 3x96g XQ,0901.21.00      ,7501059273252,,17501059273259,,,,,Não
NESTLE,12072847,NESTLE Fundo 99mm c  Vedante 14 8g XX   ,7326.90.00      ,7891000062074,,,,,,,Não
NESTLE,12073262,CRUNCH Chocolate 4 12x160g  N1 BR       ,1806.32.10      ,7891000012390,7891000062210,7891000062227,,,,,Não
NESTLE,12073503,NESTLE GOLD BombonsMousseSortido8x180gXI,1806.90.00      ,7613032054939,,7613032054946,,,,,Não
NESTLE,12073700,NESTLE Creme de Leite Lt 48x300ml US    ,0401.50.29      ,28000762186,,28000812676,,,,,Não
NESTLE,12073778,NESTLE NPro Cob Rech Ganache 6x2 330kgBR,1806.20.00      ,7891000062234,,7891000062241,522,02-NP Chocolates,5,02e-Ganache,Sim
NESTLE,12073860,NESCAU 2.0 ACTGE Achoc Po Sac 27x400g BR,1806.90.00EX01  ,7891000062289,,7891000062296,,,,,Não
NESTLE,12073977,SOLLYS BebSoja Laranja 12x1L PRL1P0 8 BR,2202.99.00EX01  ,7891000062340,,7891000062357,,,,,Não
NESTLE,12073978,SOLLYS Beb Soja Maca 12x1L PRL1P0 8 BR  ,2202.99.00EX01  ,7891000062388,,7891000062395,,,,,Não
NESTLE,12074012,SOLLYS BebSoja Abacaxi 12x1L PRL1P0 8 BR,2202.99.00EX01  ,7891000062326,,7891000062333,,,,,Não
NESTLE,12074042,ALFARE DS089 6x400g BR                  ,1901.10.90      ,8717405008907,,8717405008914,,,,,Não
NESTLE,12074060,SOLLYS BebSojaOriginal 12x1L PRL1P0 8 BR,2202.99.00EX01  ,7891000062302,,7891000062319,,,,,Não
NESTLE,12074216,NESTLE Leite Condensado 24x395g VE      ,0402.99.00      ,7891000098899,,7891000098905,,,,,Não
NESTLE,12074248,NESTLE Oleo Aromatizador Drum  150lb  US,                ,,,,,,,,Não
NESTLE,12074330,NESTLE GOLD Amargo 70  4 20x100g  XI    ,1806.32.10      ,7613031599554,7613031599561,7613032138240,,,,,Não
NESTLE,12074949,ESPECIALIDADES Ovo de Pascoa 6x750g BR  ,1806.90.00      ,7891000062531,,7891000062548,,,,,Não
NESTLE,12074970,ESPECIALIDADES OvodePascoa 12x375g N1 BR,1806.90.00      ,7891000062517,,7891000062524,,,,,Não
NESTLE,12075907,CLASSIC Duo Chocolate 12 15x40g  BR     ,1806.32.10      ,7891000062586,7891000062593,7891000062609,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Não
NESTLE,12075949,CLASSIC Chocolate ao Leite 12 15x40g  BR,1806.32.10      ,7891000062616,7891000062623,7891000062630,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Não
NESTLE,12075952,CRUNCH Chocolate 12 15x35g  BR          ,1806.32.10      ,7891000062555,7891000062562,7891000062579,,,,,Não
NESTLE,12076340,NINHO FASES 1  PREBIO 1 Lepo 6x800g BR  ,1901.10.10      ,7891000062661,,7891000062678,,,,,Não
NESTLE,12077077,NAN PRO 2 Formula Infantil 6x800g BR    ,0402.21.10      ,7891000062746,,7891000062753,,,,,Não
NESTLE,12077078,NAN 1 PRO Formula Infantil 6x800g BR    ,0402.21.10      ,7891000062784,,7891000062791,111,FORMULAS INFANTIS,71,FAMILIA NAN PRO,Não
NESTLE,12077372,NESCAFE KNRX387 Octabin 200kg XI        ,                ,                  ,,                  ,,,,,Não
NESTLE,12078378,CLASSIC Panettone c  Chocolate 18x500gBR,1905.20.10      ,7891000062968,,7891000062975,,,,,Não
NESTLE,12078418,ALPINO Panettone c  Chocolate 12x500g BR,1905.20.10      ,7891000062982,,7891000062999,,,,,Não
NESTLE,12078421,NESTLE Panettone c  Frutas 18x500g BR   ,1905.20.10      ,7891000062944,,7891000062951,,,,,Não
NESTLE,12078521,NINHO 5  CALCI-N Leite em Po 24x400g BR ,1901.10.10      ,7891000013717,,7891000013724,,,,,Não
NESTLE,12078725,NESTUM 3 Cereais 6x14.1oz US            ,1901.10.90      ,28000891695,,28000961985,,,,,Não
NESTLE,12078921,SUFLAIR Tablete 12 28x30g  BR           ,1806.32.10      ,7891000063064,7891000063071,7891000063088,,,,,Não
NESTLE,12078994,CRUKingChoc8Preprc2 $2.22 18x2.75oz US  ,1806.31.10      ,28000947958,28000107956,28000307950,,,,,Não
NESTLE,12079068,NESCAFE DOLCA Suave Octabin 230kg N1 XI ,2101.12.00      ,                  ,,                  ,,,,,Não
NESTLE,12079089,NESCAFE DOLCA SNRX257 Octabin 200kg N1XI,                ,                  ,,                  ,,,,,Não
NESTLE,12079849,NESTLE PennyLever 99mm c Vedante20 27gGH,7326.90.00      ,7891000063279,,,,,,,Não
NESTLE,12079857,NESCAFE Cafe Soluvel KNRC580 200kg XI   ,                ,                  ,,                  ,,,,,Não
NESTLE,12080661,NESCAFE Cremoso Lata 12x200g BR         ,2101.11.10      ,7891000063361,,7891000063378,118,NESCAFE,123,NESCAFE LATA,Não
NESTLE,12080911,NESCAFE Cremoso Sachet 24x50g BR        ,2101.11.10      ,7891000063408,,7891000063415,118,NESCAFE,125,NESCAFE SACHET,Não
NESTLE,12082299,SURPRESA Moranguinho OvodePasc 15x180gBR,1806.90.00      ,7891000063637,,7891000063644,,,,,Não
NESTLE,12083810,NESCAFE RED MUG Cafe Soluvel 24x100g X1 ,2101.11.10      ,7616100997329,,7891000064047,,,,,Não
NESTLE,12083811,NESCAFE RED MUG Cafe Soluvel 12x200g X1 ,2101.11.10      ,7616100581580,,7891000064023,,,,,Não
NESTLE,12083813,NESCAFE REDMUG Cafe Soluvel 24x50g X1   ,2101.11.10      ,7616100262267,,7891000063989,,,,,Não
NESTLE,12083814,NESCAFE RED MUG Cafe Souvel 12x250g X1  ,2101.11.10      ,7891000063958,,7891000063965,,,,,Não
NESTLE,12083840,CLASSIC Ovo de Pascoa Diet 15x240g BR   ,1806.90.00      ,7891000063859,,7891000063866,,,,,Não
NESTLE,12084178,NESTLE Leite Condensado 48x395g X5      ,0402.99.00      ,7891000009765,,7891000014783,,,,,Não
NESTLE,12084824,PASSATEMPO Ovo de Pascoa 24x75g BR      ,1806.90.00      ,7891000064115,,7891000064122,,,,,Não
NESTLE,12085282,SMASH Mini Chocolate 5kg XW             ,                ,7891000064153,,                  ,,,,,Não
NESTLE,12085295,PRESTIGIO Mini Chocolate 5kg N1 XW      ,                ,7891000064160,,                  ,,,,,Não
NESTLE,12085296,CHARGE Mini Chocolate 5kg N1 XW         ,                ,7891000064177,,                  ,,,,,Não
NESTLE,12085808,NESTLE Adaptador Ultrapack 500x5 25g BR ,9018.90.10      ,7891000259467,,7891000064184,,,,,Não
NESTLE,12086399,MUCILON Arroz Lata 18x400g PR L400P360BR,1901.10.30      ,7891000064276,,7891000064283,,,,,Não
NESTLE,12087899,RESOURCE BREEZE FrSi 27x237ml BR        ,2106.90.90      ,7891000064573,,7891000064580,,,,,Não
NESTLE,12088421,NESTLE TpaPOff 127mm60m s Vedante561kgXW,8309.90.00      ,7891000064627,,,,,,,Não
NESTLE,12088422,NESSUCAR ComplementoNutricional12x550gX6,1702.90.00      ,7891000064634,,7891000064641,,,,,Não
NESTLE,12088581,NESCAFE DLC GST Esp Inso 16Cap3x128g XQ ,0901.21.00      ,7613031526406,,7613031529681,,,,,Não
NESTLE,12089297,NESQUIK Cer Mat 20X270g PR IP IC3JUN XW ,1904.10.00      ,7891000008478,,17891000007102,,,,,Não
NESTLE,12089397,MAGGI Caldo Galinha 30 24x21g  XR       ,                ,7891000064696,7891000064702,7891000064719,,,,,Não
NESTLE,12089407,MAGGI Caldo Carne 30 24x21g  XR         ,                ,7891000064726,7891000064733,7891000066744,,,,,Não
NESTLE,12089863,NESTLE Papinha Sbms Lactea Bna 6x120g BR,2104.20.00      ,7891000064795,,7891000064801,,,,,Não
NESTLE,12089866,NESTLE Papinha Manga Com Pera 6x120g BR ,2104.20.00      ,7891000064818,,7891000064825,,,,,Não
NESTLE,12089867,NESTLE Papinha Frutas Tropicais 6x120gBR,2104.20.00      ,7891000064832,,7891000064849,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Não
NESTLE,12089917,NESTLE Papinha Mamao c  Laranja 6x120gBR,2104.20.00      ,7891000064870,,7891000064887,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12089918,NESTLE Papinha SbmsLactea Pess 6x120g BR,2104.20.00      ,7891000064894,,7891000064900,,,,,Não
NESTLE,12089956,PRE NAN B NW026-1 12x400g BR            ,0402.21.10      ,7616100342914,,8717405008693,,,,,Não
NESTLE,12090652,NAN COMFOR 2 Formula Infantil 12x400gBR ,1901.10.10      ,7891000065310,,7891000065327,,,,,Não
NESTLE,12090900,NESCAFE MATINAL Sachet 24x50g US        ,2101.11.10      ,28000743956,,28000743987,,,,,Não
NESTLE,12091059,MOCA Leite Cond Trdl Caixinha 27x395g BR,0402.99.00      ,7891000065440,,7891000065457,114,LEITES CULINARIOS,100,MOCA CAIXINHA,Sim
NESTLE,12091594,NESCAFE DLC GST Esp Inso 16Cap3x128g BR ,0901.21.00      ,7613031526406,,7891000065532,,,,,Não
NESTLE,12092597,CLASSIC Biscoito MiniTortaDuo 40x152g BR,1905.31.00      ,7891000065679,,7891000065686,,,,,Não
NESTLE,12093444,CLASSIC Zero Chocolate 12 24x22g  BR    ,1806.32.10      ,7891000067390,7891000067406,7891000067413,,,,,Não
NESTLE,12093446,SUFLAIR Duo Tablete 4 12x130g  BR       ,1806.32.10      ,7891000066454,7891000066461,7891000066478,,,,,Não
NESTLE,12093448,SUFLAIR Tablete 4 12x130g  N1 BR        ,1806.32.10      ,7891000029169,7891000029176,7891000029183,,,,,Não
NESTLE,12094297,PRE NAN B NW026-1-S 12x400g BR          ,0402.21.10      ,7616100342914,,8717405008693,111,FORMULAS INFANTIS,74,FORMULAS ESPECIAIS,Sim
NESTLE,12094506,NOVASOURCE RENAL SpikeRight 6x1000ml XI ,2106.90.90      ,43900351803,,10043900351800,,,,,Não
NESTLE,12094593,SENSACAO Chocolate Morango 30x114g N1 BR,1806.31.10      ,7891000066249,,7891000066256,,,,,Não
DPA,12094610,NESTLE BebidaLactea LiqFrtVerm 48x180gBR,0403.90.00EX01  ,7891000066140,,7891000066157,,,,,Não
NESTLE,12094612,CHOKITO Chocolate 40x96g BR             ,1806.90.00      ,7891000066201,,7891000066218,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Não
NESTLE,12094613,PRESTIGIO Chocolate 40x99g BR           ,1806.90.00      ,7891000066225,,7891000066232,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Não
NESTLE,12094696,CHARGE Chocolate 40x120g BR             ,1806.90.00      ,7891000066287,,7891000066294,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Não
NESTLE,12094698,NESC DLC GST Mocha 16Cap 3x216g XQ      ,0901.21.00      ,7501059273597,,17501059273594,,,,,Não
NESTLE,12095284,NESCAFE CLASSIC 12x120g PR 20  XI       ,2101.11.10      ,7891000066485,,7891000066492,,,,,Não
NESTLE,12096118,MOLICO Calcio   12x1L BR                ,0401.10.10      ,7891000066621,,7891000066638,,,,,Não
NESTLE,12096119,MOLICO A e D 12x1L BR                   ,0401.10.10      ,7891000066607,,7891000066614,,,,,Sim
DPA,12096158,NINHO Soleil Petit Mrg Bna Mc 16x320g BR,0406.10.90      ,7891000066645,,7891000066652,,,,,Não
NESTLE,12096161,NINHO Tradicional 12x1L BR              ,0401.20.10      ,7891000066560,,7891000066577,,,,,Sim
NESTLE,12096170,MOLICO ACTIFIBRAS 12X1L BR              ,0401.10.10      ,7891000066584,,7891000066591,,,,,Não
NESTLE,12096242,NESCAU 2.0 ACTGE AchocPoSachet 12x800gBR,1806.90.00EX01  ,7891000067178,,7891000067185,104,BEBIDAS POS,20,NESCAU SACHET 2.0 800G,Sim
DPA,12096657,NNHOSoleilLeiFerm18 450g 75g PR75gGrtsBR,0403.90.00EX01  ,7891000066751,,7891000066768,,,,,Não
NESTLE,12096838,MAGGI TEMPSAB FeijaoOvoArroz 48 10x5g BR,2103.90.21      ,7891000066898,,7891000066904,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,12097175,NESCAU Bebida Garrafa Plas 4 6x300ml BR ,2202.99.00EX01  ,7891000066980,7891000066997,7891000067000,,,,,Não
NESTLE,12097176,ALPINO Bebida Garrafa Plas 4 6x280ml  BR,2202.99.00EX01  ,7891000067048,7891000067055,7891000067062,110,FAST,69,ACHOC. PET REGULAR,Sim
NESTLE,12097974,NESFIT Cereal Matinal 135x30g Agrts BR  ,                ,7891000286180,,7891000067222,,,,,Não
NESTLE,12098092,NESTLE GOLD Cereja 4 20x100g  N9 XI     ,1806.31.10      ,7613031605262,7613032460464,7613032460471,,,,,Não
NESTLE,12098181,NESTLE GOLD Nibs Cacau 4 20x100g  N9 XI ,1806.32.10      ,7613031599578,7613032461577,7613032461584,,,,,Não
NESTLE,12098211,NESTLE GOLD MILK 4 20x100g  N9 XI       ,1806.32.10      ,7613031599592,7613032461515,7613032461522,,,,,Não
NESTLE,12098212,NESTLE GOLD Milk Nougat 4 20x100g  N9 XI,1806.32.10      ,7613031599615,7613032461539,7613032462147,,,,,Não
NESTLE,12098223,NESTLE GOLD Milk Hzn 4 20x100g  N9 XI   ,1806.32.10      ,7613031599639,7613032462048,7613032462055,,,,,Não
NESTLE,12098238,NESTLE GOLD Noir 70  4 20x100g  N9 XI   ,1806.32.10      ,7613031599554,7613032462390,7613032462406,,,,,Não
NESTLE,12099094,NESTLE Bisc Bolso 3 Cereais 36 6x21g  BR,1905.31.00      ,7891000068311,7891000068441,7891000068328,,,,,Não
NESTLE,12099103,NESTLE Bisc Bolso Orginal 36 6X21g  BR  ,1905.31.00      ,7891000068298,7891000068458,7891000068304,,,,,Não
NESTLE,12099104,ALPINO Chocolate Bag 24x195g BR         ,1806.90.00      ,7891000067253,,7891000067260,108,CHOCOLATES NESTLE,51,BOMBONS NESTLE,Não
NESTLE,12099273,CLASSIC Chocolate c  Avela 4 12x140g  BR,1806.31.10      ,7891000067338,7891000067345,7891000067352,,,,,Não
NESTLE,12099284,CLASSIC Chocbra c  Frt Verm 4 12x140g BR,1704.90.10      ,7891000067369,7891000067376,7891000067383,,,,,Não
NESTLE,12099524,PRO PLAN Cat Urinary 12x400g XW         ,2309.90.10EX01  ,7891000067598,,7891000067604,253,4-Ração Super Premium Cat,2,Pro Plan Gatos,Não
NESTLE,12099858,MOCA Leite Condensado Light 48x395g BR  ,0402.99.00      ,7891000067697,,7891000067703,,,,,Não
NESTLE,12100103,NESCAFE CLASICO KNRX282 350KgGranelN1 XI,2101.11.10      ,                  ,,7891000067895,,,,,Não
