Empresa,Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Cadastras
NESTLE,12319577,NESCDLCGST PiccoloPreta110v 2x2 3kgN1 BR,8516.71.00      ,3016661139093,,13016661139090,,,,,Não
NESTLE,12320260,CHANDELLE Panetttone 18x500g BR         ,1905.20.10      ,7891000119846,,7891000119860,105,BISCOITOS,30,PANETTONE,Não
NESTLE,12320261,NINHO Leite Levinho Zero Lact 12x1L BR  ,0401.20.10      ,7891000119495,,7891000119501,,,,,Não
NESTLE,12320268,MODULEN IBD ACD013-1 12x400g N1 BR      ,2106.90.90      ,8715000994267,,8715000988419,,,,,Não
NESTLE,12320311,PRE NAN B NW026-1 12x400g N1 BR         ,1901.10.10      ,7616100342914,,8717405008693,,,,,Não
NESTLE,12320356,NESTLE Papinha Picadinho Carne 6x170gBR ,2104.20.00      ,7891000119532,,7891000119549,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
GAROTO,12320357,BATON Ovo de Pascoa ChocLeite15x186g BR ,1806.90.00      ,7891008103571,,17891008303572,119,PASCOA,715,OVOS DE PASCOA GAROTO,Não
NESTLE,12320415,NESTLE Papinha StrogonofeArroz 6x170g BR,2104.20.00      ,7891000119600,,7891000119617,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12320416,NESTLE Papinha Risotinho Frango 6x170gBR,2104.20.00      ,7891000119563,,7891000119570,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12320417,NESTLE Papinha EspaguetinhoBlns 6x170gBR,2104.20.00      ,7891000119587,,7891000119594,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12320759,FRISKIES Petiscos Frango 15x40g BR      ,2309.10.00      ,7891000119624,,7891000119631,251,1-Snacks & Treats,4,Friskies Party Mix,Sim
NESTLE,12320781,MAGGI Caldo de Galinha NPro 6x1 01kg BR ,2104.10.19      ,7891000120163,,7891000120170,523,03-NP Culinários,2,03b-MAGGI Caldos,Sim
NESTLE,12320782,MAGGI Caldo de Carne NPro 6x1 01kg BR   ,2104.10.19      ,7891000120187,,7891000120194,523,03-NP Culinários,2,03b-MAGGI Caldos,Sim
NESTLE,12320870,FRISKIES Petiscos Camarao 15x40g BR     ,2309.10.00      ,7891000119679,,7891000119686,251,1-Snacks & Treats,4,Friskies Party Mix,Sim
FRONERI,12320872,LA FRUTTA Uva e Limao 1 5L BR           ,2105.00.10      ,7891000119716,,7891000119723,,,,,Não
FRONERI,12320873,NESTLE GELATO Capuccino 6x455ml BR      ,2105.00.10      ,7891000119754,,7891000119761,,,,,Não
FRONERI,12320874,MOLICO Sorvete Crm Zero Lact 455ml BR   ,2105.00.10      ,7891000119730,,7891000119747,,,,,Não
NESTLE,12320875,ESPECIALIDADES Bombons 30x300gPRDlcGstBR,1806.90.00      ,7891000113608,,7891000113615,108,CHOCOLATES NESTLE,53,CAIXAS NESTLE,Não
FRONERI,12320987,LA FRUTTA JUICE PeraAbcxLrj Pic 36x58gBR,2105.00.10      ,7891000119914,,7891000119921,,,,,Não
NESTLE,12320988,NESTLE FarLact Multigraos 24x200g BR    ,1901.10.20      ,7891000119891,,7891000119907,106,CEREAIS FAMILIA,36,FARINHA LACTEA SACHET,Sim
NESTLE,12321081,NESFIT Bisc Cacau e Cereais 48 4x22g  BR,1905.31.00      ,7891000119808,7891000119815,7891000119822,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Sim
NESTLE,12321210,PEPTAMENSpikeRight ULRP6x1000mlANZN1 BR ,2106.90.90      ,7891000106587,,7891000106594,,,,,Não
NESTLE,12321216,PEPTAMENPBIO1SpkRht ULRP6x1000mlANZN3BR ,2106.90.90      ,7891000088265,,7891000088272,,,,,Não
NESTLE,12321220,PEPTAMEN1.5SpkeRht ULRP6x1000mlANZN3BR  ,2106.90.90      ,7891000088241,,7891000088258,,,,,Não
NESTLE,12321231,PEPTAMEN1.5 IsentodeSabor24x250mlANZN2BR,2106.90.90      ,7891000083024,,7891000083031,,,,,Não
NESTLE,12321235,PEPTAMEN JR Baunilha Liq 24x250mlANZN2BR,2106.90.90      ,7891000082980,,7891000082997,,,,,Não
NESTLE,12321252,NESCAU ACTGE BebLact 12x1L PR20 Grts BR ,2202.99.00EX01  ,7891000119952,,7891000119969,101,ACHOCOLATADOS RTD,1,RTD 1L,Não
NESTLE,12321253,NESLAC SUPREME CompostoLacteo 6x800g BR ,1901.10.10      ,7891000119976,,7891000119983,115,LEITES DE CRESCIMENTO,106,NESLAC SUPREME,Sim
FRONERI,12321525,NESTLE Chocomelo Sorvete 6x455ml BR     ,2105.00.10      ,7891000120200,,7891000120217,,,,,Não
NESTLE,12321527,NESCAFE ORIGINAL 12x200g JP             ,2101.11.10      ,7891000120224,,7891000120231,,,,,Não
NESTLE,12321528,NESCAFE ORIGINAL 12x200g XJ             ,2101.11.10      ,7891000120248,,7891000120255,,,,,Não
NESTLE,12321616,NESTLE Cacau em Po Soluvel 25x200g BR   ,1805.00.00      ,7891000120095,,7891000120330,108,CHOCOLATES NESTLE,59,POS NESTLE,Sim
NESTLE,12321617,NESFIT Bisc Banana Av e Can 48 4x22g  BR,1905.31.00      ,7891000120026,7891000120033,7891000120040,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Sim
NESTLE,12321748,NESFIT Bisc Laranja e Ceno 48 4x22g  BR ,1905.31.00      ,7891000119990,7891000120002,7891000120019,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Não
FRONERI,12321749,MEGA Sorvete Amendoas 20x74g BR         ,2105.00.10      ,7891000120057,,7891000120064,,,,,Não
FRONERI,12321800,NESTLE Naptn Tradicional 1 5L BR        ,2105.00.10      ,7891000120071,,7891000120088,,,,,Não
NESTLE,12321871,NESFIT Bisc Mrg e Cereais 48 4x22g  BR  ,1905.31.00      ,7891000120118,7891000120125,7891000120132,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Sim
NESTLE,12322018,CHEERIOS HONEY Cer Matinal 20x270g BR   ,1904.10.00      ,7891000120149,,7891000120156,107,CEREAIS MATINAIS,44,CHEERIOS,Sim
NESTLE,12322276,NESCAFE ORIGINAL Sachet 24x60g BR       ,2101.11.10      ,7891000120569,,7891000120576,,,,,Não
NESTLE,12322279,NESCAFE TRADICAO Sachet 24X60g BR       ,2101.11.10      ,7891000120545,,7891000120552,,,,,Não
FRONERI,12322719,NESTLE Svt Creme Tradicional 1 5l BR    ,2105.00.10      ,7891000120507,,7891000120514,,,,,Não
NESTLE,12322765,PRESTIGIO C C 6 25x18g  BR              ,1806.90.00      ,7891000120453,7891000120460,7891000120477,,,,,Não
NESTLE,12322766,ALPINO C C 6 35x13 0g  BR               ,1806.32.10      ,7891000259610,7891000120439,7891000120446,108,CHOCOLATES NESTLE,51,BOMBONS NESTLE,Não
FRONERI,12322780,NESTLE Svt Flocos Tradicional 1 5l BR   ,2105.00.10      ,7891000120521,,7891000120538,,,,,Não
NESTLE,12322781,KITKAT 4F DARK 4 24x45g  BR             ,1905.32.00      ,7891000120385,7891000120392,7891000120408,,,,,Não
FRONERI,12322782,NESTLE GELATO Gianduia 455ml BR         ,2105.00.10      ,7891000120415,,7891000120422,,,,,Não
NESTLE,12322783,NESTLE Napolitano Zero Lactose 1.5L BR  ,2105.00.10      ,7891000120484,,7891000120491,,,,,Não
NESTLE,12323195,NAN SUPREME 1 NWHP306 6x800g BR         ,1901.10.10      ,7613034968364,,7613034968371,111,FORMULAS INFANTIS,72,FAMILIA NAN SUPREME,Sim
NESTLE,12323196,NAN SUPREME 1 NWHP306 12x400g BR        ,1901.10.10      ,7613034431561,,7613034431578,111,FORMULAS INFANTIS,72,FAMILIA NAN SUPREME,Sim
NESTLE,12323197,NAN SUPREME 2 LWHP205-1 6x800g BR       ,1901.10.10      ,7613034968388,,7613034968395,111,FORMULAS INFANTIS,72,FAMILIA NAN SUPREME,Sim
NESTLE,12323199,NAN AR NWHS002 6x800g BR                ,1901.10.10      ,7613036686259,,7613036686266,,,,,Não
NESTLE,12323350,NESTLE LRLA Dark Rais Hzn Alm 15x100g FR,1806.32.10      ,7613035857636,,7613035858442,,,,,Não
NESTLE,12323530,NUTREN KIDS ChocSac 120x27 5g Agrts BR  ,2106.90.30      ,7891000259627,,7891000120620,,,,,Não
NESTLE,12323531,NUTREN SENIOR Cafe com Leite 12x370gBR  ,1901.90.90      ,7891000120606,,7891000120613,112,HEALTH SCIENCE,81,NUTREN SENIOR,Sim
NESTLE,12323532,MUCILON BLArrozSac12 200 30 gPR30gGrtsBR,1901.10.30      ,7891000120583,,7891000120590,102,BABY FOOD,8,MUCILON TRAD SACHET,Não
FRONERI,12323533,LA FRUTTA Juice Acai MrgBna Pic 36x58gBR,2105.00.10      ,7891000120668,,7891000120675,,,,,Não
FRONERI,12323738,MEGA Sorvete Doce de Leite 20x74g BR    ,2105.00.10      ,7891000120682,,7891000120699,,,,,Não
FRONERI,12323739,NESTLE GELATO Fragola 6x455ml BR        ,2105.00.10      ,7891000120705,,7891000120712,,,,,Não
NESTLE,12323854,ALPINO Black Top Choc 4 14x125g  BR     ,1806.32.10      ,7891000120637,7891000120644,7891000120651,,,,,Não
NESTLE,12323862,NUTREN SENIOR Cafe 150x31 5g Agrts BR   ,1901.90.90      ,7891000259634,,7891000120729,,,,,Não
NESTLE,12324183,ALPO Recei Csr Adulto Carne Veg 10 1kgBR,2309.10.00      ,7891000240380,,                  ,256,7-Ração Mainstream,1,Alpo,Sim
NESTLE,12324184,DOG CHOW Picnic de Cordero 15x100g XI   ,2309.90.10EX01  ,7891000115671,,7891000113547,,,,,Não
NESTLE,12324185,DOG CHOW Cena de Carne 15x100g XI       ,2309.90.10EX01  ,7891000115633,,7891000240540,,,,,Não
DPA,12324186,CHANDELLE Chocolate 6x720g BR           ,0403.90.00EX01  ,7891000120750,,7891000120767,,,,,Não
NESTLE,12324187,ALPO ReceiCsr Adulto Frango Veg 10 1kgBR,2309.10.00      ,7891000240397,,                  ,256,7-Ração Mainstream,1,Alpo,Sim
DPA,12324188,NINHO Soleil Petit Mrg Mel 28x320g BR   ,0406.10.90      ,7891000029527,,7891000240557,,,,,Não
NESTLE,12324189,DOG CHOW Festival de Pollo 15x100g XI   ,2309.90.10EX01  ,7891000115657,,7891000240571,,,,,Não
NESTLE,12324200,FELIXGatitosSensacionesPescSalsa15x85gXI,2309.10.00      ,7891000240588,,7891000240595,,,,,Não
NESTLE,12324201,DOG CHOW Cena de Pavo 15x100g XI        ,2309.10.00      ,7891000115619,,7891000240618,,,,,Não
NESTLE,12324202,FELIX Sensaciones de AtunenSalsa15x85gXI,2309.10.00      ,7891000120774,,7891000120781,,,,,Não
NESTLE,12324203,FELIX GatitosSensacionesCarSalsa15x85gXI,2309.10.00      ,7891000240625,,7891000240632,,,,,Não
NESTLE,12324204,DOGCHOW CchrTrozosJugososPollo15x100g XI,2309.10.00      ,7891000115695,,7891000241059,,,,,Não
NESTLE,12324252,ALPO ReceiCsrFilhotes CarCerLei 10 1kgBR,2309.10.00      ,7891000240496,,                  ,256,7-Ração Mainstream,1,Alpo,Sim
NESTLE,12324253,FELIX SensacionesdeCarne enSalsa15x85gXI,2309.10.00      ,7891000241066,,7891000241530,,,,,Não
NESTLE,12324255,FELIX SensacionesCordero enSalsa15x85gXI,2309.10.00      ,7891000241226,,7891000241073,,,,,Não
NESTLE,12324256,FELIX SensacionesdeSalmonenSalsa15x85gXI,2309.10.00      ,7891000241080,,7891000241097,,,,,Não
NESTLE,12324258,FELIXGatitosSensacionePolenSalsa15x85gXI,2309.10.00      ,7891000241110,,7891000241127,,,,,Não
NESTLE,12324293,FELIXSensacionesdePescBlancSalsa15x85gXI,2309.10.00      ,7891000241134,,7891000241141,,,,,Não
NESTLE,12324294,FELIX SensacionesSardinaenSalsa 15x85gXI,2309.10.00      ,7891000241158,,7891000241165,,,,,Não
NESTLE,12324295,FELIX SensacionesPolloHigenSalsa15x85gXI,2309.10.00      ,7891000241172,,7891000241189,,,,,Não
NESTLE,12324296,FELIX Sensacionesde PavoenSalsa 15x85gXI,2309.10.00      ,7891000241196,,7891000241202,,,,,Não
DPA,12324384,CHAMBINHO Petit Suisse Morango 64x80gBR1,0406.10.90      ,7891000104385,,7891000241219,,,,,Não
FRONERI,12324388,NESTLE Gelato Crml Salato 8x140ml BR    ,2105.00.10      ,7891000240663,,7891000240670,,,,,Não
FRONERI,12324495,NESTLE Gelato Pistacchio 8x140ml BR     ,2105.00.10      ,7891000113271,,7891000113288,,,,,Não
NESTLE,12324496,CAT CHOW Adultos7  CarneaoMolho 15x85gBR,2309.90.10EX01  ,7891000240168,,7891000240175,211,2-Úmidos,1,Cat Chow Úmido (Regular),Não
NESTLE,12324497,CAT CHOW Filhotes CarneaoMolho 15x85g BR,2309.90.10EX01  ,7891000240182,,7891000240199,211,2-Úmidos,1,Cat Chow Úmido (Regular),Não
FRONERI,12324498,NESTLE Gelato Fragola 8x140ml BR        ,2105.00.10      ,7891000240700,,7891000240717,,,,,Não
FRONERI,12324499,NESTLE Gelato Cappuccino 8x140ml BR     ,2105.00.10      ,7891000113202,,7891000240724,,,,,Não
FRONERI,12324518,NESTLE Gelato Panna Cotta 8x140ml BR    ,2105.00.10      ,7891000240731,,7891000113318,,,,,Não
FRONERI,12324519,NESTLE Gelato Cioccolato Nero 8x140ml BR,2105.00.10      ,7891000113349,,7891000240748,,,,,Não
NESTLE,12324530,CAT CHOW Adultos CarneaoMolho 15x85g BR ,2309.90.10EX01  ,7891000113066,,7891000113073,211,2-Úmidos,1,Cat Chow Úmido (Regular),Sim
NESTLE,12324531,CAT CHOW Castrados CarneaoMolho 15x85gBR,2309.90.10EX01  ,7891000240205,,7891000240212,211,2-Úmidos,1,Cat Chow Úmido (Regular),Sim
FRONERI,12324532,NESTLE Gelato Gianduia 8x140ml BR       ,2105.00.10      ,7891000240755,,7891000113196,,,,,Não
FRONERI,12324533,NESTLE Gelato Vaniglia 8x140ml BR       ,2105.00.10      ,7891000240762,,7891000240779,,,,,Não
NESTLE,12324550,DOG CHOW PS Ad Carne Arroz 15x100g BR   ,2309.90.10EX01  ,7891000240410,,7891000240427,211,2-Úmidos,2,Dog Chow Úmido (Pet Speciality),Sim
FRONERI,12324551,NESTLE Gelato Limoncello 8x140ml BR     ,2105.00.10      ,7891000241233,,7891000241240,,,,,Não
NESTLE,12324557,DOG CHOW PS Ad RP Frango Arroz 15x100gBR,2309.90.10EX01  ,7891000240434,,7891000240441,211,2-Úmidos,2,Dog Chow Úmido (Pet Speciality),Sim
NESTLE,12324558,DOG CHOW PS Ad RP Carne Arroz 15x100gBR ,2309.90.10EX01  ,7891000240458,,7891000240465,211,2-Úmidos,2,Dog Chow Úmido (Pet Speciality),Sim
NESTLE,12324559,DOG CHOW PS Filhote CarneArroz 15x100gBR,2309.90.10EX01  ,7891000240472,,7891000240489,211,2-Úmidos,2,Dog Chow Úmido (Pet Speciality),Sim
NESTLE,12324580,PRO PLAN AdultSensitiveskinCordArz15kgXI,2309.10.00      ,7891000241257,,,,,,,Não
NESTLE,12324581,PROPLANAdultSensitiveskinCordArz 5X3kgXI,2309.90.10EX01  ,7891000241264,,7891000241271,,,,,Não
NESTLE,12325104,PASSATEMPO Bisc Recheado Mrg 70x130g BR ,1905.31.00      ,7891000241295,,7891000241301,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Sim
NESTLE,12325210,ISOSOURCE MIX 12X1L BR                  ,2106.90.90      ,7891000241318,,7891000241325,,,,,Não
NESTLE,12325211,ISOSOURCE MIX 6x1L BR                   ,2106.90.90      ,7891000241332,,7891000241349,,,,,Não
NESTLE,12325231,PASSATEMPO Bisc Recheado Choc 70x130g BR,1905.31.00      ,7891000241356,,7891000241363,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Sim
NESTLE,12325232,PASSATEMPO Bisc Recheado Leite 70x130gBR,1905.31.00      ,7891000241370,,7891000241387,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Sim
FRONERI,12325388,NESTLE Gelato Pic Fragola 20x68g BR     ,2105.00.10      ,7891000240823,,7891000240830,,,,,Não
FRONERI,12325453,NESTLE Gelato Pic Pistacchio 20x68g BR  ,2105.00.10      ,7891000240847,,7891000240854,,,,,Não
FRONERI,12325455,NESTLE Gelato Pic Limoncello 20x68g BR  ,2105.00.10      ,7891000240861,,7891000240878,,,,,Não
NESTLE,12325456,PASSATEMPOBisc 9x790g PRGrtsBiscNescauBR,1905.31.00      ,7891000241394,,7891000241400,,,,,Não
NESTLE,12325522,CHEF Liquid Conc Aves 6x200ML XE        ,2103.90.99      ,7613035897847,,7613035897854,,,,,Não
NESTLE,12325523,CHEF Liquid Conc Vegetais 6x200MLXE     ,2103.90.99      ,7613035897861,,7613035897878,,,,,Não
NESTLE,12325524,CHEF Liquid Conc Carne 6x20MLl XE       ,2103.90.99      ,7613035897885,,7613035897892,,,,,Não
NESTLE,12325526,CHEF Liquid Conc Cogumelos 6x190ML DE   ,2103.90.99      ,7613035897922,,7613035897939,,,,,Não
GAROTO,12325654,GAROTO Bombons Sortidos 30x300g PR BR   ,1806.90.00      ,7891008209013,,17891008309017,,,,,Não
FRONERI,12325687,KITKAT Sorvete 8x140ml BR               ,2105.00.10      ,7891000240885,,7891000240892,,,,,Não
FRONERI,12325690,CRUNCH Sorvete 8x140ml BR               ,2105.00.10      ,7891000240908,,7891000240915,,,,,Não
FRONERI,12325695,LA FRUTTA Coco 8x140ml BR               ,2105.00.10      ,7891000240922,,7891000240939,,,,,Não
FRONERI,12325697,ALPINO Sorvete 8x140ml BR               ,2105.00.10      ,7891000240953,,7891000240960,,,,,Não
FRONERI,12325745,LA FRUTTA Limao 8x140ml BR              ,2105.00.10      ,7891000240977,,7891000240984,,,,,Não
NESTLE,12326167,NESCAU ACTGEBLactea9 3x200ml PRL27P24 BR,2202.99.00EX01  ,7891000241738,,7891000241745,101,ACHOCOLATADOS RTD,3,RTD 200ML REGULAR,Não
FRONERI,12326168,MOLICO Zero Lactose Sorvete 8x140ml BR  ,2105.00.10      ,7891000240991,,7891000241004,,,,,Não
FRONERI,12326169,NESTLE Pic Tuttiblue 36x48g BR          ,2105.00.10      ,7891000240236,,7891000240243,,,,,Não
DPA,12326241,NESTLE Iogurte Vit de Fruta 24x170g BR  ,0403.10.00EX01  ,7891000241448,,7891000241455,,,,,Não
DPA,12326243,NESTLE Iogurte Vit de Fruta 12x900g BR  ,0403.10.00EX01  ,7891000241417,,7891000241424,,,,,Não
NESTLE,12326369,NESCAU 2.0 ACTGO Achoc Po 48x200gPRRotBR,1806.90.00EX01  ,7891000241752,,7891000241769,104,BEBIDAS POS,15,NESCAU LATA 2.0 200G,Não
NESTLE,12326383,NUTREN SENIOR Po Baunilha 12x370g BR    ,1901.90.90      ,7891000241547,,7891000240137,112,HEALTH SCIENCE,81,NUTREN SENIOR,Sim
FRONERI,12326417,LA FRUTTA Morango 8x140ml BR            ,2105.00.10      ,7891000241011,,7891000241028,,,,,Não
FRONERI,12326790,KITKAT Sorvete Multipack 5x340g BR      ,2105.00.10      ,7891000241899,,7891000241905,,,,,Não
DPA,12326829,NINHO Petit Mrg e Leite 16x320g BR1     ,0406.10.90      ,7891000241578,,7891000241585,,,,,Não
NESTLE,12326860,MOCA de Colher 48x395g BR               ,0402.99.00      ,7891000241776,,7891000241783,114,LEITES CULINARIOS,103,MOCA ESPECIAIS,Sim
NESTLE,12326861,NESTLE 4ME 36x136 4g BR                 ,1806.90.00      ,7891000241554,,7891000241561,108,CHOCOLATES NESTLE,52,CAIXAS ESPECIAIS NESTLE,Não
DPA,12327022,CHAMBINHO Petit Chocolate 48x80g BR     ,0406.10.90      ,7891000242070,,                  ,,,,,Não
GAROTO,12327173,GAROTO TabChoc Branco Bisc 4 14x125g  XW,1704.90.10      ,7891008171730,7891008271737,17891008371731,,,,,Não
NESTLE,12327246,NESCAU Cereal Matinal 5 4x270g PRL4P3BR ,1904.10.00      ,7891000242193,,7891000242209,,,,,Não
NESTLE,12327386,NESCAU CerMat 20x270g PRLeveLeite BR    ,1904.10.00      ,7891000008119,,17891000006761,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Não
NESTLE,12327387,SNOWFLAKES CerMat 14x620gPRLeveLeiteBR  ,1904.10.00      ,7891000369500,,17891000036959,107,CEREAIS MATINAIS,49,SNOW,Não
NESTLE,12327388,SNOWFLAKES CerMat 20x300gPRLeveLeiteBR  ,1904.10.00      ,7891000100721,,7891000100738,107,CEREAIS MATINAIS,49,SNOW,Não
NESTLE,12327389,NESCAU CerMat 14x770g PRLeveLeite BR    ,1904.10.00      ,7891000100448,,7891000100455,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Não
NESTLE,12327403,KITKAT CHUNKYPntBtr UTZMB 6 24x42g  N5BR,1905.32.00      ,3800020431979,3800020443972,3800020489574,,,,,Não
NESTLE,12327495,KIT KAT CHUNKY Milk UTZMB 6 24x40g N5 BR,1905.32.00      ,3800020417836,3800020442975,3800020487280,,,,,Não
NESTLE,12327501,KIT KAT POP CHOC Massa 10kg N6 BR       ,1905.32.00      ,3800020416228,,3800020416228,,,,,Não
NESTLE,12327664,THICKENUP Quench 12 24x1 6g  BR         ,2106.90.90      ,7613035927902,,7613035927919,,,,,Não
DPA,12327682,CHANDELLE Chantilly Churros 24x200g BR  ,0403.90.00EX01  ,7891000242155,,7891000242162,,,,,Não
NESTLE,12327734,CHEERIOS HONEY CerMat 135x30g AgrtsBR   ,1904.10.00      ,7891000242315,,7891000251324,,,,,Não
NESTLE,12327735,NESTLE PapaiNoel ChocaoLeite 48x100gN1BR,1806.90.00      ,5998710950430,,5998710950256,,,,,Não
GAROTO,12327916,BATON Casa Coelho Ovo de Pascoa 4x95g BR,1806.90.00      ,7891008179163,,17891008379164,,,,,Não
NESTLE,12327917,KITKAT Rubies 24 10x11 2 g BR           ,1905.32.00      ,7891000241974,,7891000241981,,,,,Não
GAROTO,12328029,BATON Colher Morango Pascoa 30x73g BR   ,1806.90.00      ,7891008180299,,17891008380290,,,,,Não
NESTLE,12328050,TIDY CAT 6x2kg N1 BR                    ,2512.00.00      ,7896015601164,,17896015601161,257,8-Areias,1,Tidy Cat,Sim
NESTLE,12328136,KITKAT Mini Moments Box 18X203g XA      ,1905.32.00      ,6294003568665,,6294003568672,,,,,Não
DPA,12328155,NESTLE GREGO Iog Lt 6x720g BR           ,0403.10.00EX01  ,7891000242131,,7891000242148,,,,,Não
DPA,12328157,NESTLE GREGO Iog Lt Morango 12x360g BR  ,0403.10.00EX01  ,7891000241615,,7891000242124,,,,,Não
DPA,12328158,NESTLE GREGO Iog Light 12x360gBR        ,0403.10.00EX01  ,7891000241592,,7891000242087,,,,,Não
NESTLE,12328165,NINHOLepo4 800 210 gPRFarLact210gGrtsBR ,0402.21.10      ,7891000241837,,7891000241844,,,,,Não
NESTLE,12328168,NESTLE Mini Panettone DDL 12x250g BR    ,1905.20.10      ,7891000242551,,7891000242568,105,BISCOITOS,30,PANETTONE,Não
GAROTO,12328169,LION Chocolate 48x42g BR                ,1905.32.00      ,7891008181692,,17891008281696,,,,,Não
GAROTO,12328358,GAROTO Ovo de Pascoa 15x170g XI         ,1806.90.00      ,7891008183580,,17891008383581,,,,,Não
NESTLE,12328554,NINHOLepoInst4 800 210 gPRFarLactGrtsBR ,0402.21.10      ,7891000241677,,7891000241684,,,,,Não
FRONERI,12328557,NESTLE Gelato MP Pistacchio 6x204g BR   ,2105.00.10      ,7891000241851,,7891000241868,,,,,Não
FRONERI,12328558,NESTLE Gelato MP Fragola 6x204g BR      ,2105.00.10      ,7891000241875,,7891000241882,,,,,Não
FRONERI,12328571,NESTLE Gelato MP Limoncello 6x204g BR   ,2105.00.10      ,7891000241912,,7891000241929,,,,,Não
NESTLE,12328792,PRESTIGIO DARK Ovo de Pascoa 15x250g BR ,1806.90.00      ,7891000241936,,7891000241943,,,,,Não
NESTLE,12328793,KIT KAT Ovo de Pascoa 15x330g N1 BR     ,1806.90.00      ,7891000241950,,7891000241608,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12328794,NESCAUDUO CerMat 20x270g PRLeveLeite BR ,1904.10.00      ,7891000087688,,7891000087695,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Não
NESTLE,12328795,NESFIT CerealMat 20x300g PRLeveLeiteBR  ,1904.10.00      ,7891000001516,,17891000001315,107,CEREAIS MATINAIS,48,NESFIT,Não
FRONERI,12328844,ALPINO Picole 20x53g BR                 ,2105.00.10      ,7891000241653,,7891000241660,,,,,Não
FRONERI,12328845,MEGA Branco Picole 20x73g BR            ,2105.00.10      ,7891000241639,,7891000241646,,,,,Não
NESTLE,12328913,PRESTIGIO Ovo de Pascoa 15x240g N1 BR   ,1806.90.00      ,7891000241714,,7891000241721,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12328914,NUTREN SENIOR Baunilha150x31 5g Agrts BR,1901.90.90      ,7891000241790,,7891000241806,,,,,Não
NESTLE,12329032,NESCAFE ORIGINAL Sachet 24x50g XR       ,2101.11.10      ,7891000242216,,7891000242223,,,,,Não
NESTLE,12329153,NESTLE Farlact Multipack Promo 4x800g BR,1901.10.20      ,7891000241691,,7891000241707,106,CEREAIS FAMILIA,36,FARINHA LACTEA SACHET,Não
FRONERI,12329749,NESTLE Svt Chocolate Tradicional 1 5L BR,2105.00.10      ,7891000241998,,7891000242001,,,,,Não
FRONERI,12329780,NESTLE Svt Chocolate Trdl Prcd 1 5L BR  ,2105.00.10      ,7891000242018,,7891000242025,,,,,Não
FRONERI,12329824,NESTLE Svt Creme Trdl Prcd 1 5L BR      ,2105.00.10      ,7891000242032,,7891000242049,,,,,Não
FRONERI,12329868,NESTLE Svt Naptn Trdl Prcd 1 5L BR      ,2105.00.10      ,7891000242056,,7891000242063,,,,,Não
FRONERI,12329869,NESTLE Svt Flocos Trdl Prcd 1 5L BR     ,2105.00.10      ,7891000242094,,7891000242100,,,,,Não
NESTLE,12329920,NESTLE MTRN Supl 105x66g PR60 Compri BR ,2106.90.30      ,7891045031264,,17891045031261,,,,,Não
NESTLE,12329921,MAGGI Caldo Galinha Tira 35 24x19g  BR  ,2104.10.11      ,7891000242483,7891000242506,7891000242490,117,MAGGI,115,CALDOS,Sim
NESTLE,12329922,MAGGI Caldo Carne Tira 35 24x19g  BR    ,2104.10.11      ,7891000242452,7891000242469,7891000242476,117,MAGGI,115,CALDOS,Sim
NESTLE,12329923,NESTLE MTRN Supl 105x33g PR 30 Compri BR,2106.90.30      ,7891045031257,,17891045031254,,,,,Não
NESTLE,12330122,NESCDLCGST MovenzaPreta 110v 2x3 2kg BR ,8516.71.00      ,7891000242414,,7891000242421,,,,,Não
NESTLE,12330141,NESCDLCGST MovenzaPreta 220v 2x3 2kg BR ,8516.71.00      ,7891000242438,,7891000242445,,,,,Não
NESTLE,12330456,MAGGI Natusabor Alho e Ceb 60 8x5g BR   ,2103.90.21      ,7891000242636,,7891000242643,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,12330458,MAGGI Natusabor Tomate e Erv 60 8x5g BR ,2103.90.21      ,7891000242612,,7891000242629,117,MAGGI,119,TEMPEROS SACHET,Sim
GAROTO,12330459,BATON Creme Ovo de Pascoa 15x200g N1 BR ,1806.90.00      ,7891008104592,,17891008204596,,,,,Não
NESTLE,12330469,NESCAU ACTIGEN-E Achoc Po NPro 4x2kg BR ,1806.90.00EX01  ,7891000242599,,7891000242605,526,06-NP Standard,1,06a-Achoc Po,Sim
